doc_id,dry_run,raw_denom,raw_program,raw_category,changes,updates_applied,source_document_name,source_type,import_session_id,invoice_number,original_description
091630bc-8cd7-4d14-b299-cbf96ac6e68f,False,Washington Quarter,American Women Quarters,,Denomination: 'Washington Quarter' → 'Quarter Dollar',{'Denomination': 'Quarter Dollar'},Scan_20260129 (2).pdf,PDF Invoice,lcc-aj-batch-20260626-181154,66520055,2023-D Jovita Idar Quarter Taxable Item
0955e84f-c318-469a-a485-9670ad2d5bab,False,Lincoln Cent,USA Invoice Import,,Denomination: 'Lincoln Cent' → 'Cent',{'Denomination': 'Cent'},Receipt_2026-01-28_161342.pdf,PDF Invoice,lcc-aj-batch-20260626-181154,67000001,1929-D Lincoln Head Cent Average Circ
096ea9f7-dace-4e35-bb77-49235425c5c0,False,Buffalo Nickel,The U.S. Nickel Collection - Shipment 9,,Denomination: 'Buffalo Nickel' → 'Five Cents',{'Denomination': 'Five Cents'},Scan_20260129 (109)_Part3.pdf,PDF Invoice,lcc-aj-batch-20260626-181154,405213042,1924 BUFFALO NICKEL
09ae20aa-9c78-4b36-b41d-a91c2c4e3366,False,Peace Dollar,USA Invoice Import,,Denomination: 'Peace Dollar' → 'Dollar',{'Denomination': 'Dollar'},2026-06-03_091555.pdf,PDF Invoice,lcc-aj-batch-20260626-181154,67576317,1923-S Peace Silver Dollar Very Fine
0a0d7fe1-ae31-4d98-aa7b-f4a2da755d42,False,Mercury Dime,U.S. Dime Collection,,Denomination: 'Mercury Dime' → 'Dime',{'Denomination': 'Dime'},Receipt_2026-06-03_094249.pdf,PDF Invoice,lcc-aj-stubborn-20260626-203600,68120397,U.S. DIME COLLECTION SELECTION 1918-S Mercury Silver Dime Taxable Item
0a5d6dae-b71b-432a-8c10-80d1e30508a5,False,Roosevelt Dime,USA Invoice Import,,Denomination: 'Roosevelt Dime' → 'Dime',{'Denomination': 'Dime'},Scan_20260129 (24).pdf,PDF Invoice,lcc-aj-retry-20260626-201949,66151496,1965 Roosevelt Dime Tax Free Item Uncirculated
0afb6f7f-1fbc-4f41-9eab-979c3a1b32e8,False,Jefferson Nickel,The U.S. Nickel Collection - Shipment 13,,Denomination: 'Jefferson Nickel' → 'Five Cents',{'Denomination': 'Five Cents'},Scan_20260129 (121)_Part3.pdf,PDF Invoice,lcc-aj-batch-20260626-181154,405213042,1990 JEFFERSON NICKEL
0b36396b-3a62-46ca-b32e-e209cc9a3258,False,Mercury Dime,U.S. DIME COLLECTION SELECTION,,Denomination: 'Mercury Dime' → 'Dime' | Program/Series casing: 'U.S. DIME COLLECTION SELECTION' → 'U.S. Dime Collection Selection',"{'Denomination': 'Dime', 'Program/Series': 'U.S. Dime Collection Selection'}",Receipt_2026-06-03_102735.pdf,PDF Invoice,lcc-aj-batch-20260626-181154,68408703,U.S. DIME COLLECTION SELECTION 1928-D Mercury Silver Dime Taxable Item
0b466d55-330f-464e-9cf1-58882481960c,False,Mercury Dime,USA Invoice Import,,Denomination: 'Mercury Dime' → 'Dime',{'Denomination': 'Dime'},Receipt_2026-06-03_094010.pdf,PDF Invoice,lcc-aj-batch-20260626-181154,67825620,"1931 Mercury Silver Dime
Taxable Item"
0b5595f3-aadc-4150-93eb-70d5a70cb1b6,False,Half Dollar,The Half Dollar Club,,no change,,Scan_20260129 (41).pdf,PDF Invoice,lcc-aj-batch-20260626-181154,67268238,THE HALF DOLLAR CLUB
0baace15-eb30-4586-bd33-4296159088ef,False,Barber Dime,U.S. Dime Collection Selection,,Denomination: 'Barber Dime' → 'Dime',{'Denomination': 'Dime'},Scan_20260129 (33).pdf,PDF Invoice,lcc-aj-batch-20260626-181154,67825620,1907-S Barber Silver Dime Taxable Item
0bcfb572-6b80-467c-a65a-b11e7be25a17,False,Jefferson Nickel,USA Invoice Import,,Denomination: 'Jefferson Nickel' → 'Five Cents',{'Denomination': 'Five Cents'},Receipt_2026-06-03_093306.pdf,PDF Invoice,lcc-aj-batch-20260626-181154,67576317,2021-S Jefferson Nickel Ch Proof-63
0be75f9f-a9ac-475a-9bf1-e0046bca8582,False,Morgan Silver Dollar,Morgan Silver Dollar,,Denomination: 'Morgan Silver Dollar' → 'Dollar',{'Denomination': 'Dollar'},Scan_20260129 (66).pdf,PDF Invoice,lcc-aj-batch-20260626-181154,405503137,THE ONLY DENVER MINT U.S. MORGAN SILVER DOLLAR
0c63550c-3695-44bf-a767-dcc4d5680e4a,False,American Silver Eagle,American Eagle,,Denomination: 'American Silver Eagle' → 'Dollar',{'Denomination': 'Dollar'},Scan_20260128 (18).pdf,PDF Invoice,lcc-aj-batch-20260626-181154,65741545,2018 American Silver Eagle Dollar Uncirculated
0c712edb-687c-462e-9859-e21ec566223c,False,Capped Bust Half Dime,USA Invoice Import,,Denomination: 'Capped Bust Half Dime' → 'Half Dime',{'Denomination': 'Half Dime'},Receipt_2026-06-03_093719.pdf,PDF Invoice,lcc-aj-batch-20260626-181154,66803791,1833 Capped Bust Silver Half Dime Tax Free Item BL Unc-58 #2
0cbe14c0-67e2-4db0-b862-06f71410207f,False,Jefferson Nickel,The U.S. Nickel Collection,,Denomination: 'Jefferson Nickel' → 'Five Cents',{'Denomination': 'Five Cents'},Scan_20260129 (120)_Part3.pdf,PDF Invoice,lcc-aj-batch-20260626-181154,405213042,1952 JEFFERSON NICKEL
0cd9d58d-f238-408e-82f3-708049b52627,False,Peace Silver Dollar,The Ultimate Modern Morgan and Peace Silver Dollar Collection,,Denomination: 'Peace Silver Dollar' → 'Dollar',{'Denomination': 'Dollar'},Receipt_2026-06-03_100549.pdf,PDF Invoice,lcc-aj-retry-20260626-201949,405887043,2024 PEACE SILVER $ REVERSE PROOF
0d42966e-ca9d-4a34-8fc2-17c147861593,False,Eisenhower Dollar,Eisenhower Dollar,,Denomination: 'Eisenhower Dollar' → 'Dollar',{'Denomination': 'Dollar'},Scan_20260128 (10).pdf,PDF Invoice,lcc-aj-batch-20260626-180919,68291684,1971-1978 Ike $ Set in Album Unc & Proof Unc/Proof-63
0d62e0f9-bb21-40d4-a74c-60ef991276fa,False,Washington Quarter,American Women Quarters,,Denomination: 'Washington Quarter' → 'Quarter Dollar',{'Denomination': 'Quarter Dollar'},Receipt_2026-06-03_094507.pdf,PDF Invoice,lcc-aj-batch-20260626-181154,67617368,2025-S Althea Gibson Quarter Silver Bullion Taxable Item
0da7291c-8225-4d1e-ae5f-69164e106c29,False,American Silver Eagle,THE COMPLETE 2020 AMERICAN EAGLE NGCX SILVER DOLLAR SET,,Denomination: 'American Silver Eagle' → 'Dollar' | Program/Series casing: 'THE COMPLETE 2020 AMERICAN EAGLE NGCX SILVER DOLLAR SET' → 'The Complete 2020 American Eagle NGCX Silver Dollar Set',"{'Denomination': 'Dollar', 'Program/Series': 'The Complete 2020 American Eagle NGCX Silver Dollar Set'}",Scan_20260129 (86).pdf,PDF Invoice,lcc-aj-batch-20260626-181154,404995094,THE COMPLETE 2020 AMERICAN EAGLE NGCX SILVER DOLLAR SET ENCLOSED IS SHIPMENT # 7 PROOF W. POINT WWII 75TH ANN. AMER EAGLE
0de4f4f7-459e-4d47-bf0d-93e2c8a397d4,False,Kennedy Half Dollar,Half Dollar Club Selection,,Denomination: 'Kennedy Half Dollar' → 'Half Dollar',{'Denomination': 'Half Dollar'},Receipt_2026-06-03_093603.pdf,PDF Invoice,lcc-aj-batch-20260626-181154,66327175,THE HALF DOLLAR CLUB SELECTION 2023-S Kennedy Half Dollar Tax Free Item
0ded0d31-5c25-4846-9e59-d1dbe7dcc3d3,False,10C Fractional Currency,USA Invoice Import,,category: '' → 'paper_currency',{'category': 'paper_currency'},Receipt_2026-06-03_101701_Part2.pdf,PDF Invoice,lcc-aj-batch-20260626-181154,65812949,1862-1863 10C Fractional Currency Taxable Item
0e2805f4-81af-4ad3-9942-4d5e5a81ea8c,False,Eisenhower Dollar,The Complete Collection of Eisenhower Dollar Coins,,Denomination: 'Eisenhower Dollar' → 'Dollar',{'Denomination': 'Dollar'},Receipt_2026-06-03_102331.pdf,PDF Invoice,lcc-aj-batch-20260626-181154,407786581,THE COMPLETE COLLECTION OF EISENHOWER DOLLAR COINS ENCLOSED IS SHIPMENT # 2 1974-D UNCIRCULATED EISENHOWER DOLLAR
0e40716d-add7-4916-a13b-f33a7974572f,False,American Silver Eagle,American Eagle,,Denomination: 'American Silver Eagle' → 'Dollar',{'Denomination': 'Dollar'},Scan_20260128 (18).pdf,PDF Invoice,lcc-aj-batch-20260626-181154,65741545,2010 American Silver Eagle Dollar Uncirculated
0e5646f5-9e31-416a-9a93-63f7f38ac71f,False,Lincoln Cent,USA Invoice Import,,Denomination: 'Lincoln Cent' → 'Cent',{'Denomination': 'Cent'},Receipt_2026-06-03_092353.pdf,PDF Invoice,lcc-aj-batch-20260626-181154,2009914111,1909-1958 Lincoln Head Wheat Cents (25)
0e56a95a-64c5-4b1a-9417-ddc4a8a3dd39,False,Roosevelt Dime,USA Invoice Import,,Denomination: 'Roosevelt Dime' → 'Dime',{'Denomination': 'Dime'},Receipt_2026-06-03_091509.pdf,PDF Invoice,lcc-aj-batch-20260626-181154,67054670,1964-D Roosevelt Silver Dime Uncirculated
0e7b5848-1cdb-46e0-9d12-eb572a59727c,False,Jefferson Nickel,The U.S. Nickel Collection,,Denomination: 'Jefferson Nickel' → 'Five Cents',{'Denomination': 'Five Cents'},Scan_20260129 (128)_Part5.pdf,PDF Invoice,lcc-aj-batch-20260626-181154,405213042,2007 JEFFERSON NICKEL
0eb59270-c015-411b-803b-020770a2a1c8,False,American Silver Eagle,American Eagle,,Denomination: 'American Silver Eagle' → 'Dollar',{'Denomination': 'Dollar'},2026-06-03_091725.pdf,PDF Invoice,lcc-aj-batch-20260626-181154,65804568,2023 American Silver Eagle Dollar Uncirculated
0eddde0a-da80-4c48-bed1-1e7f72be9f4c,False,American Silver Eagle,American Eagle,,Denomination: 'American Silver Eagle' → 'Dollar',{'Denomination': 'Dollar'},Scan_20260129 (50).pdf,PDF Invoice,lcc-aj-batch-20260626-181154,67576317,2024 American Silver Eagle Dollar Uncirculated
0efab8b0-2da0-451a-967b-76b98ffc22f1,False,Washington Quarter,National Park Quarters,,Denomination: 'Washington Quarter' → 'Quarter Dollar',{'Denomination': 'Quarter Dollar'},Receipt_2026-01-28_161141.pdf,PDF Invoice,lcc-aj-batch-20260626-180919,67226944,2010-2021 National Park Quarter Set 56 Coins
0f0fc929-e200-4aa0-800d-3da3798b4d3e,False,Washington Quarter,The Celebrating America Coin Collection,,Denomination: 'Washington Quarter' → 'Quarter Dollar',{'Denomination': 'Quarter Dollar'},Scan_20260129 (70).pdf,PDF Invoice,lcc-aj-batch-20260626-181154,398953570,"THE CELEBRATING AMERICA COIN COLLECTION
SHIPMENT 14
DR. MARY EDWARDS WALKER"
0f155191-b607-435b-8289-c4e61be77dd1,False,Liberty Head Nickel,The U.S. Nickel Collection,,Denomination: 'Liberty Head Nickel' → 'Five Cents',{'Denomination': 'Five Cents'},Scan_20260129 (109)_Part2.pdf,PDF Invoice,lcc-aj-batch-20260626-181154,405213042,1910 LIBERTY HEAD NICKEL
0f220d1c-a465-4e4a-9735-a93b8bb13cff,False,,America Revisited Selection,,no change,,Receipt_2026-06-03_092916.pdf,PDF Invoice,lcc-aj-batch-20260626-181154,68120353,1951 5-Coin Time Capsule Year Set Taxable Item
0f4e5b48-35f7-4c3e-a775-4c81bd60629d,False,Jefferson Nickel,USA Invoice Import,,Denomination: 'Jefferson Nickel' → 'Five Cents',{'Denomination': 'Five Cents'},Receipt_2026-06-03_092205.pdf,PDF Invoice,lcc-aj-batch-20260626-181154,67000001,2006-S J5C-Return to Monticello Ch Proof-63
0fb7e585-a538-4336-9b4d-891a2bec08f8,False,Native American Dollar,USA Invoice Import,,Denomination: 'Native American Dollar' → 'Dollar',{'Denomination': 'Dollar'},Receipt_2026-06-03_093306.pdf,PDF Invoice,lcc-aj-batch-20260626-181154,67576317,"2022-D Native American Dollar 
 Ely Samuel Parker 
 Uncirculated"
0fbf38e2-abbd-4ebb-835c-cfdc16340edc,False,Native American Dollar,Native American Dollar,,Denomination: 'Native American Dollar' → 'Dollar',{'Denomination': 'Dollar'},Receipt_2026-06-03_091829.pdf,PDF Invoice,lcc-aj-batch-20260626-181154,67290645,2019-D Native American Dollar Space Program
0ff231e4-6469-4d2f-8168-655d8e2cc5ba,False,Jefferson Nickel,Westward Journey,,Denomination: 'Jefferson Nickel' → 'Five Cents',{'Denomination': 'Five Cents'},Receipt_2026-01-28_161342.pdf,PDF Invoice,lcc-aj-batch-20260626-180919,67000001,"2006-P Jefferson Nickel- Return to
Monticello"
1008a407-0e01-48a8-bd5d-bb9176ddb4ac,False,Mercury Dime,U.S. DIME COLLECTION SELECTION,,Denomination: 'Mercury Dime' → 'Dime' | Program/Series casing: 'U.S. DIME COLLECTION SELECTION' → 'U.S. Dime Collection Selection',"{'Denomination': 'Dime', 'Program/Series': 'U.S. Dime Collection Selection'}",Receipt_2026-06-03_102735.pdf,PDF Invoice,lcc-aj-batch-20260626-181154,68484853,U.S. DIME COLLECTION SELECTION 1916-D Mercury Silver Dime NGC Tax Free Item
10a91059-347f-4f1e-86fb-dc3abcf031b5,False,Nickel,The U.S. Nickel Collection,,Denomination: 'Nickel' → 'Five Cents',{'Denomination': 'Five Cents'},Scan_20260129 (109)_Part1.pdf,PDF Invoice,lcc-aj-batch-20260626-181154,405213042,THE U.S. NICKEL COLLECTION SHIPMENT 17 FOUR COINS AT $7.95 EACH PLUS $.95 EACH SHIPPING AND SERVICE 1901 LIBERTY HEAD NICKEL 1969 JEFFERSON NICKEL 1976 JEFFERSON NICKEL 2011 JEFFERSON NICKEL
114141ab-dc78-4079-b5bd-00f7f8579469,False,Jefferson Nickel,THE U.S. NICKEL COLLECTION,,Denomination: 'Jefferson Nickel' → 'Five Cents' | Program/Series casing: 'THE U.S. NICKEL COLLECTION' → 'The U.S. Nickel Collection',"{'Denomination': 'Five Cents', 'Program/Series': 'The U.S. Nickel Collection'}",Receipt_2026-06-03_095349.pdf,PDF Invoice,lcc-aj-retry-20260626-201949,405213042,SHIPMENT 21 FOUR COINS AT $7.95 EACH PLUS $.95 EACH SHIPPING AND SERVICE 1985 JEFFERSON NICKEL
1186f7f7-4290-496b-9727-acb8f86e9ac8,False,Jefferson Nickel,The U.S. Nickel Collection - Shipment 9,,Denomination: 'Jefferson Nickel' → 'Five Cents',{'Denomination': 'Five Cents'},Scan_20260129 (109)_Part3.pdf,PDF Invoice,lcc-aj-batch-20260626-181154,405213042,1957 JEFFERSON NICKEL
126a6715-745f-4b1c-9b9f-6d36e308a944,False,Half Dollar,Advertisement Items,,no change,,Receipt_2026-06-03_102540.pdf,PDF Invoice,lcc-aj-stubborn-final,68564410,"Advertisement Items
1982-D or S George Washington Silver
Commemorative Half Dollar"
