bucket,path,size_bytes,public_url,category,coin_type
numista-uploads-studio-9101802118-8c9a8,ai_generated/1963_time_capsule_year_set_6da80064.png,2216913,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/ai_generated/1963_time_capsule_year_set_6da80064.png,Image (unclassified),image_other
numista-uploads-studio-9101802118-8c9a8,ai_generated/1964_time_capsule_year_set_c4822c01.png,2229102,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/ai_generated/1964_time_capsule_year_set_c4822c01.png,Image (unclassified),image_other
numista-uploads-studio-9101802118-8c9a8,ai_generated/1989_historic_us_coin_103e01b4.png,1997857,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/ai_generated/1989_historic_us_coin_103e01b4.png,Image (unclassified),image_other
numista-uploads-studio-9101802118-8c9a8,ai_generated/_historic_us_silver_coin_17.png,2018751,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/ai_generated/_historic_us_silver_coin_17.png,Image (unclassified),image_other
numista-uploads-studio-9101802118-8c9a8,ai_generated/_historic_us_silver_coin_24.png,2109357,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/ai_generated/_historic_us_silver_coin_24.png,Image (unclassified),image_other
numista-uploads-studio-9101802118-8c9a8,ai_generated/_historic_us_silver_coin_808025f1.png,2066395,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/ai_generated/_historic_us_silver_coin_808025f1.png,Image (unclassified),image_other
numista-uploads-studio-9101802118-8c9a8,ai_generated_coins/jseaman1204@gmail.com/0002c0f9-9ea5-42d7-8697-a31353ffcb6d_1954_franklin_half_dollar_s.png,2143518,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/ai_generated_coins/jseaman1204@gmail.com/0002c0f9-9ea5-42d7-8697-a31353ffcb6d_1954_franklin_half_dollar_s.png,Image (unclassified),image_other
numista-uploads-studio-9101802118-8c9a8,ai_generated_coins/jseaman1204@gmail.com/001e17fe-b783-417a-9897-f1593dc32a35_2010_lincoln_cent_d.png,2071338,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/ai_generated_coins/jseaman1204@gmail.com/001e17fe-b783-417a-9897-f1593dc32a35_2010_lincoln_cent_d.png,Image (unclassified),image_other
numista-uploads-studio-9101802118-8c9a8,invoices/processed/0099e70c-e482-4a43-b7ed-4c2a8b843f21_Scan_20260129 (31).pdf,1508477,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/invoices/processed/0099e70c-e482-4a43-b7ed-4c2a8b843f21_Scan_20260129 (31).pdf,Document / PDF,document
numista-uploads-studio-9101802118-8c9a8,invoices/processed/078aac3e-c835-45e8-af7e-7038d8a62512_Scan_20260129 (23).pdf,1408065,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/invoices/processed/078aac3e-c835-45e8-af7e-7038d8a62512_Scan_20260129 (23).pdf,Document / PDF,document
numista-uploads-studio-9101802118-8c9a8,invoices/processed/084c663b-b5f1-411f-af15-6ac9b2d48d1e_Scan_20260129 (65).pdf,1488244,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/invoices/processed/084c663b-b5f1-411f-af15-6ac9b2d48d1e_Scan_20260129 (65).pdf,Document / PDF,document
numista-uploads-studio-9101802118-8c9a8,invoices/processed/085974cc-279b-4a78-9c73-b8f5b9dcb14c_Scan_20260129 (63).pdf,1437645,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/invoices/processed/085974cc-279b-4a78-9c73-b8f5b9dcb14c_Scan_20260129 (63).pdf,Document / PDF,document
numista-uploads-studio-9101802118-8c9a8,invoices/processed/118d4b10-e972-4d3e-a5e9-f9874c146aba_Scan_20260129 (73).pdf,1256463,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/invoices/processed/118d4b10-e972-4d3e-a5e9-f9874c146aba_Scan_20260129 (73).pdf,Document / PDF,document
numista-uploads-studio-9101802118-8c9a8,invoices/processed/11e63a48-c91d-4f49-82a4-b06a0adac523_Scan_20260129 (9).pdf,1666354,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/invoices/processed/11e63a48-c91d-4f49-82a4-b06a0adac523_Scan_20260129 (9).pdf,Document / PDF,document
numista-uploads-studio-9101802118-8c9a8,invoices/processed/13ec2c3b-cd6a-49ea-9a6f-63e9dd50d4a5_Scan_20260129 (15).pdf,1658203,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/invoices/processed/13ec2c3b-cd6a-49ea-9a6f-63e9dd50d4a5_Scan_20260129 (15).pdf,Document / PDF,document
numista-uploads-studio-9101802118-8c9a8,invoices/processed/15921331-3f2c-4d5d-8d34-25e88f0a961b_Scan_20260129 (74).pdf,1301155,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/invoices/processed/15921331-3f2c-4d5d-8d34-25e88f0a961b_Scan_20260129 (74).pdf,Document / PDF,document
numista-uploads-studio-9101802118-8c9a8,invoices/processed/1c7b83ff-bcd3-4e6b-b995-ad722999a644_Scan_20260129 (38).pdf,1502078,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/invoices/processed/1c7b83ff-bcd3-4e6b-b995-ad722999a644_Scan_20260129 (38).pdf,Document / PDF,document
numista-uploads-studio-9101802118-8c9a8,invoices/processed/1d79acef-ac6c-4e30-9bb3-7b1543ac1695_Scan_20260129 (13).pdf,1347561,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/invoices/processed/1d79acef-ac6c-4e30-9bb3-7b1543ac1695_Scan_20260129 (13).pdf,Document / PDF,document
numista-uploads-studio-9101802118-8c9a8,invoices/processed/1ebec419-bbe5-4f6d-9a23-2582982f9c24_Scan_20260129 (11).pdf,1634312,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/invoices/processed/1ebec419-bbe5-4f6d-9a23-2582982f9c24_Scan_20260129 (11).pdf,Document / PDF,document
numista-uploads-studio-9101802118-8c9a8,invoices/processed/201c2e62-f0bd-4d2d-a4e0-9e3497919e90_Scan_20260129 (20).pdf,1381404,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/invoices/processed/201c2e62-f0bd-4d2d-a4e0-9e3497919e90_Scan_20260129 (20).pdf,Document / PDF,document
numista-uploads-studio-9101802118-8c9a8,invoices/processed/24eb4dbe-22fa-417d-b08f-cfdc097f4850_Scan_20260129 (57).pdf,1875622,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/invoices/processed/24eb4dbe-22fa-417d-b08f-cfdc097f4850_Scan_20260129 (57).pdf,Document / PDF,document
numista-uploads-studio-9101802118-8c9a8,invoices/processed/25f86298-3af0-49fb-9500-1c3c07491bfc_Scan_20260129 (70).pdf,1261771,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/invoices/processed/25f86298-3af0-49fb-9500-1c3c07491bfc_Scan_20260129 (70).pdf,Document / PDF,document
numista-uploads-studio-9101802118-8c9a8,invoices/processed/28801121-cc53-460d-ae14-7803785bd0d3_Scan_20260129 (65).pdf,1488244,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/invoices/processed/28801121-cc53-460d-ae14-7803785bd0d3_Scan_20260129 (65).pdf,Document / PDF,document
numista-uploads-studio-9101802118-8c9a8,invoices/processed/28e619b3-f54e-4194-b212-51930edf3c84_Scan_20260129 (45).pdf,1173997,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/invoices/processed/28e619b3-f54e-4194-b212-51930edf3c84_Scan_20260129 (45).pdf,Document / PDF,document
numista-uploads-studio-9101802118-8c9a8,invoices/processed/2f4b1e78-fa71-4772-9dee-259402bed4ef_Scan_20260129 (71).pdf,1174561,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/invoices/processed/2f4b1e78-fa71-4772-9dee-259402bed4ef_Scan_20260129 (71).pdf,Document / PDF,document
numista-uploads-studio-9101802118-8c9a8,invoices/processed/318777ba-8758-4eb3-8929-c44d1e9f0e78_Scan_20260202.pdf,39445,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/invoices/processed/318777ba-8758-4eb3-8929-c44d1e9f0e78_Scan_20260202.pdf,Document / PDF,document
numista-uploads-studio-9101802118-8c9a8,invoices/processed/332f1189-1ff4-47c2-b818-333c48665b64_Scan_20260129 (72).pdf,1255000,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/invoices/processed/332f1189-1ff4-47c2-b818-333c48665b64_Scan_20260129 (72).pdf,Document / PDF,document
numista-uploads-studio-9101802118-8c9a8,invoices/processed/374c26cd-9ec7-41d4-8cb2-2ecd4437403a_Scan_20260129 (43).pdf,1226595,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/invoices/processed/374c26cd-9ec7-41d4-8cb2-2ecd4437403a_Scan_20260129 (43).pdf,Document / PDF,document
numista-uploads-studio-9101802118-8c9a8,invoices/processed/42410dbd-2e60-48e7-8148-753bf700afc3_Scan_20260202 (3).pdf,42951,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/invoices/processed/42410dbd-2e60-48e7-8148-753bf700afc3_Scan_20260202 (3).pdf,Document / PDF,document
numista-uploads-studio-9101802118-8c9a8,invoices/processed/446a5887-2a0a-4b04-845e-1836d09ca859_Scan_20260129 (40).pdf,1112731,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/invoices/processed/446a5887-2a0a-4b04-845e-1836d09ca859_Scan_20260129 (40).pdf,Document / PDF,document
numista-uploads-studio-9101802118-8c9a8,invoices/processed/447bd98a-8ac8-47e3-9734-25ed3335bad9_Scan_20260129 (61).pdf,1359690,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/invoices/processed/447bd98a-8ac8-47e3-9734-25ed3335bad9_Scan_20260129 (61).pdf,Document / PDF,document
numista-uploads-studio-9101802118-8c9a8,invoices/processed/4727bff9-93c3-4441-993e-7c5885aae829_Scan_20260129 (25).pdf,1415295,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/invoices/processed/4727bff9-93c3-4441-993e-7c5885aae829_Scan_20260129 (25).pdf,Document / PDF,document
numista-uploads-studio-9101802118-8c9a8,invoices/processed/495f6c3d-6c98-4844-bb6f-0a7c0441bab6_Scan_20260129 (27).pdf,1458779,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/invoices/processed/495f6c3d-6c98-4844-bb6f-0a7c0441bab6_Scan_20260129 (27).pdf,Document / PDF,document
numista-uploads-studio-9101802118-8c9a8,invoices/processed/4b02071f-0765-4433-b812-1414d6c18df0_Scan_20260129 (55).pdf,1827324,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/invoices/processed/4b02071f-0765-4433-b812-1414d6c18df0_Scan_20260129 (55).pdf,Document / PDF,document
numista-uploads-studio-9101802118-8c9a8,invoices/processed/4b265820-ffe5-474e-b5e3-79c3791e33c4_Scan_20260129 (12).pdf,1515629,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/invoices/processed/4b265820-ffe5-474e-b5e3-79c3791e33c4_Scan_20260129 (12).pdf,Document / PDF,document
numista-uploads-studio-9101802118-8c9a8,invoices/processed/4bfbc694-2223-4000-8d21-66504b68e901_Scan_20260129 (4).pdf,1783142,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/invoices/processed/4bfbc694-2223-4000-8d21-66504b68e901_Scan_20260129 (4).pdf,Document / PDF,document
numista-uploads-studio-9101802118-8c9a8,invoices/processed/5317d640-25a3-4785-990e-9f2a282c487f_Scan_20260129 (28).pdf,1483158,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/invoices/processed/5317d640-25a3-4785-990e-9f2a282c487f_Scan_20260129 (28).pdf,Document / PDF,document
numista-uploads-studio-9101802118-8c9a8,invoices/processed/54a3fab1-e2a4-484e-a739-87af0c4e4e4c_Scan_20260129 (41).pdf,1476041,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/invoices/processed/54a3fab1-e2a4-484e-a739-87af0c4e4e4c_Scan_20260129 (41).pdf,Document / PDF,document
numista-uploads-studio-9101802118-8c9a8,invoices/processed/55f53f07-5843-4626-9138-c897d804f940_Scan_20260129 (53).pdf,2103301,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/invoices/processed/55f53f07-5843-4626-9138-c897d804f940_Scan_20260129 (53).pdf,Document / PDF,document
numista-uploads-studio-9101802118-8c9a8,invoices/processed/5857136a-dd86-4d55-b318-4f6574bca148_Scan_20260129 (66).pdf,1014698,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/invoices/processed/5857136a-dd86-4d55-b318-4f6574bca148_Scan_20260129 (66).pdf,Document / PDF,document
numista-uploads-studio-9101802118-8c9a8,invoices/processed/5c847d63-eb85-4ed7-9ee2-bf78df5a7625_Scan_20260202 (8).pdf,3263975,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/invoices/processed/5c847d63-eb85-4ed7-9ee2-bf78df5a7625_Scan_20260202 (8).pdf,Document / PDF,document
numista-uploads-studio-9101802118-8c9a8,invoices/processed/617ec50a-a1e6-442a-9a91-6e588ce144f3_Scan_20260129 (39).pdf,1365299,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/invoices/processed/617ec50a-a1e6-442a-9a91-6e588ce144f3_Scan_20260129 (39).pdf,Document / PDF,document
numista-uploads-studio-9101802118-8c9a8,invoices/processed/617f5fea-7305-4f77-a0da-9ab0e87ad099_Scan_20260129 (36).pdf,1617857,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/invoices/processed/617f5fea-7305-4f77-a0da-9ab0e87ad099_Scan_20260129 (36).pdf,Document / PDF,document
numista-uploads-studio-9101802118-8c9a8,invoices/processed/61ea50e3-4101-46a8-b5c0-2e019f3493bf_Scan_20260129 (63).pdf,1437645,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/invoices/processed/61ea50e3-4101-46a8-b5c0-2e019f3493bf_Scan_20260129 (63).pdf,Document / PDF,document
numista-uploads-studio-9101802118-8c9a8,invoices/processed/626d253b-81c9-474b-a31a-97e08accb325_Scan_20260129 (64).pdf,1281322,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/invoices/processed/626d253b-81c9-474b-a31a-97e08accb325_Scan_20260129 (64).pdf,Document / PDF,document
numista-uploads-studio-9101802118-8c9a8,invoices/processed/6906eb5a-5a7e-4dc9-b5cb-a097346931b1_Scan_20260129 (42).pdf,1508008,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/invoices/processed/6906eb5a-5a7e-4dc9-b5cb-a097346931b1_Scan_20260129 (42).pdf,Document / PDF,document
numista-uploads-studio-9101802118-8c9a8,invoices/processed/73ec0a7f-8f39-4cd0-97c6-fcb5ff0ac941_Scan_20260129 (76).pdf,1414346,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/invoices/processed/73ec0a7f-8f39-4cd0-97c6-fcb5ff0ac941_Scan_20260129 (76).pdf,Document / PDF,document
numista-uploads-studio-9101802118-8c9a8,invoices/processed/7654f8e8-17bb-4ed8-9d92-337c16b7f006_Scan_20260129 (16).pdf,1403031,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/invoices/processed/7654f8e8-17bb-4ed8-9d92-337c16b7f006_Scan_20260129 (16).pdf,Document / PDF,document
numista-uploads-studio-9101802118-8c9a8,invoices/processed/78c2422f-5ddc-4901-8fb3-66649ac8b83a_Scan_20260129 (30).pdf,1398074,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/invoices/processed/78c2422f-5ddc-4901-8fb3-66649ac8b83a_Scan_20260129 (30).pdf,Document / PDF,document
numista-uploads-studio-9101802118-8c9a8,invoices/processed/78e15b92-f087-4fd8-9d68-45f0392527e3_Scan_20260129 (59).pdf,1333257,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/invoices/processed/78e15b92-f087-4fd8-9d68-45f0392527e3_Scan_20260129 (59).pdf,Document / PDF,document
numista-uploads-studio-9101802118-8c9a8,invoices/processed/78fc61e8-a9bf-42e3-b916-a07cd490671a_Scan_20260129 (10).pdf,1065132,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/invoices/processed/78fc61e8-a9bf-42e3-b916-a07cd490671a_Scan_20260129 (10).pdf,Document / PDF,document
numista-uploads-studio-9101802118-8c9a8,invoices/processed/7d845031-dabb-475d-af68-8803c7f39620_Scan_20260129 (35).pdf,1520328,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/invoices/processed/7d845031-dabb-475d-af68-8803c7f39620_Scan_20260129 (35).pdf,Document / PDF,document
numista-uploads-studio-9101802118-8c9a8,invoices/processed/7deb7a36-dd8d-4a07-bdfe-46ea3e50e13a_Scan_20260202 (2).pdf,43708,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/invoices/processed/7deb7a36-dd8d-4a07-bdfe-46ea3e50e13a_Scan_20260202 (2).pdf,Document / PDF,document
numista-uploads-studio-9101802118-8c9a8,invoices/processed/7e52860e-a540-433c-8284-1e9645eb6249_Scan_20260129 (60).pdf,1368832,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/invoices/processed/7e52860e-a540-433c-8284-1e9645eb6249_Scan_20260129 (60).pdf,Document / PDF,document
numista-uploads-studio-9101802118-8c9a8,invoices/processed/7fe907d0-0f6f-4ded-b51e-e1c833dc3993_Scan_20260129 (62).pdf,1240711,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/invoices/processed/7fe907d0-0f6f-4ded-b51e-e1c833dc3993_Scan_20260129 (62).pdf,Document / PDF,document
numista-uploads-studio-9101802118-8c9a8,invoices/processed/81ca8018-3070-4167-a4e4-82fd4d703713_Scan_20260129 (11).pdf,1634312,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/invoices/processed/81ca8018-3070-4167-a4e4-82fd4d703713_Scan_20260129 (11).pdf,Document / PDF,document
numista-uploads-studio-9101802118-8c9a8,invoices/processed/85294d49-0af6-4251-a63b-2b94b931714a_Scan_20260129 (67).pdf,1211055,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/invoices/processed/85294d49-0af6-4251-a63b-2b94b931714a_Scan_20260129 (67).pdf,Document / PDF,document
numista-uploads-studio-9101802118-8c9a8,invoices/processed/8550487b-087d-4039-bff4-e586fcb8f3e7_Scan_20260129 (18).pdf,1387939,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/invoices/processed/8550487b-087d-4039-bff4-e586fcb8f3e7_Scan_20260129 (18).pdf,Document / PDF,document
numista-uploads-studio-9101802118-8c9a8,invoices/processed/8b822b51-720d-40f1-97ff-688998d1a51f_Scan_20260129 (58).pdf,1194972,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/invoices/processed/8b822b51-720d-40f1-97ff-688998d1a51f_Scan_20260129 (58).pdf,Document / PDF,document
numista-uploads-studio-9101802118-8c9a8,invoices/processed/8c5ab76d-b4ee-4c60-872b-36d44da70a4f_Scan_20260129 (51).pdf,1871476,https://storage.googleapis.com/numista-uploads-studio-9101802118-8c9a8/invoices/processed/8c5ab76d-b4ee-4c60-872b-36d44da70a4f_Scan_20260129 (51).pdf,Document / PDF,document
